"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"20548","chr6",114022281,114023280,67,104,80,161,75
"20549","chr6",114026197,114027497,86,139,102,188,94
"20550","chr6",114030137,114032218,226,403,266,561,228
"20551","chr6",114032674,114035038,179,242,130,413,166
"20552","chr6",114040365,114041022,37,55,59,109,42
"20553","chr6",114042126,114043903,139,166,119,264,139
"20554","chr6",114053753,114057230,534,1146,577,1577,571
"20555","chr6",114057660,114069823,1075,1837,1199,3034,1242
"20556","chr6",114070620,114072049,92,155,115,279,108
"20557","chr6",114074517,114078017,324,531,338,898,323
"20558","chr6",114081032,114082153,66,138,84,202,75
"20559","chr6",114083141,114085738,171,345,175,473,210
"20560","chr6",114086177,114111637,3355,4898,3102,8837,3361
"20561","chr6",114113783,114116974,177,385,211,549,208
"20562","chr6",114118722,114119679,89,145,73,247,98
"20563","chr6",114132804,114133155,35,62,23,93,32
"20564","chr6",114134930,114136001,75,136,92,190,65
"20565","chr6",114143402,114144458,64,167,72,220,60
"20566","chr6",114149841,114153288,670,1012,456,1434,444
"20567","chr6",114154222,114155030,48,139,49,171,84
"20568","chr6",114158112,114160241,221,268,174,455,132
"20569","chr6",114162516,114163201,61,105,65,171,39
"20570","chr6",114166999,114170127,442,674,337,974,300
"20571","chr6",114175505,114176329,50,108,42,131,46
"20572","chr6",114176862,114178233,80,162,89,269,88
"20573","chr6",114180947,114181980,104,154,86,280,57
"20574","chr6",114203137,114203851,49,122,44,147,51
"20575","chr6",114215744,114217672,203,315,147,599,145
"20576","chr6",114224047,114224804,67,94,42,168,71
"20577","chr6",114225459,114226680,130,172,57,210,85
"20578","chr6",114227723,114228277,32,66,44,108,34
"20579","chr6",114239260,114240683,90,238,104,202,84
"20580","chr6",114260537,114262100,211,465,128,458,174
"20581","chr6",114278126,114279410,125,177,106,277,65
"20582","chr6",114280580,114294208,3064,5338,2587,6461,2536
"20583","chr6",114295204,114298434,353,590,234,976,266
"20584","chr6",114303612,114304956,163,296,138,370,215
"20585","chr6",114308641,114309151,54,75,42,104,49
"20586","chr6",114313908,114317458,524,696,422,1102,541
"20587","chr6",114320224,114320687,37,63,21,90,48
"20588","chr6",114321346,114321654,46,84,29,93,23
"20589","chr6",114322617,114323291,94,155,68,169,54
"20590","chr6",114328307,114329790,141,236,114,401,106
"20591","chr6",114333817,114335184,241,349,160,511,166
"20592","chr6",114336706,114345042,1565,2762,1448,4027,1486
"20593","chr6",114614372,114614687,38,59,43,104,28
"20594","chr6",114615119,114615695,77,164,48,148,56
"20595","chr6",114761810,114763068,106,359,122,219,101
"20596","chr6",115550980,115552752,214,424,265,384,217
"20597","chr6",115641278,115642339,154,248,132,187,177
"20598","chr6",115712387,115712894,37,104,32,62,23
"20599","chr6",115901858,115903326,141,352,105,321,94
"20600","chr6",115905400,115906274,98,221,89,189,74
"20601","chr6",115968653,115979239,3158,4347,3127,4713,2590
"20602","chr6",115997154,115998853,292,391,276,450,126
"20603","chr6",116007309,116013353,1938,2978,1885,3218,1498
"20604","chr6",116014810,116020023,2323,2484,2017,3186,1299
"20605","chr6",116033650,116036499,326,455,279,429,136
"20606","chr6",116036772,116038083,163,238,134,282,58
"20607","chr6",116060276,116061770,136,202,152,163,72
"20608","chr6",116084480,116084899,46,124,46,103,32
"20609","chr6",116096792,116107366,2180,4163,2169,4472,1527
"20610","chr6",116108802,116109600,90,213,99,187,83
"20611","chr6",116110776,116112633,180,378,222,388,111
"20612","chr6",116113186,116113961,78,181,81,172,63
"20613","chr6",116117677,116118447,69,151,72,162,36
"20614","chr6",116133712,116135641,142,423,168,400,144
"20615","chr6",116135989,116139238,920,1775,770,1745,542
"20616","chr6",116157751,116159408,254,520,203,446,157
"20617","chr6",116216349,116221294,601,1224,590,1618,314
"20618","chr6",116229011,116230096,86,239,108,215,90
"20619","chr6",116236331,116238212,126,386,252,414,124
"20620","chr6",116247879,116249271,162,374,132,398,92
"20621","chr6",116250183,116251487,97,277,134,239,95
"20622","chr6",116253095,116255355,242,628,255,719,239
"20623","chr6",116264916,116265530,49,77,81,118,25
"20624","chr6",116276123,116277489,103,209,70,285,83
"20625","chr6",116278116,116280994,422,709,435,694,346
"20626","chr6",116290185,116291432,111,169,83,170,75
"20627","chr6",116317071,116318006,54,92,31,118,38
"20628","chr6",116325725,116329351,224,420,167,348,116
"20629","chr6",116370356,116371665,72,231,100,185,77
"20630","chr6",116405167,116405524,18,55,31,43,19
"20631","chr6",116511268,116513076,158,386,171,323,136
"20632","chr6",116570683,116572822,420,780,312,588,228
"20633","chr6",116573384,116574078,35,62,32,136,16
"20634","chr6",116668121,116668794,130,325,110,214,101
"20635","chr6",116680673,116683333,386,1180,358,988,341
"20636","chr6",116748357,116749250,16,62,39,19,19
"20637","chr6",117194879,117195351,27,74,41,44,38
"20638","chr6",117479867,117483833,302,859,273,709,206
"20639","chr6",117532491,117532970,39,117,30,74,42
"20640","chr6",117601789,117603163,374,683,301,683,240
"20641","chr6",117668558,117669323,86,157,94,117,91
"20642","chr6",117674968,117675689,86,177,96,148,78
"20643","chr6",117933334,117934267,51,127,52,109,44
"20644","chr6",117985919,117986917,60,319,54,227,64
"20645","chr6",117987604,117991661,276,1082,222,1087,239
"20646","chr6",117992513,117993604,79,253,71,220,98
"20647","chr6",118012395,118013944,117,392,120,282,99
"20648","chr6",118064341,118064865,15,48,19,40,10
"20649","chr6",118264166,118264912,74,250,90,137,66
"20650","chr6",118306383,118307133,101,216,58,194,42
"20651","chr6",118394295,118395103,74,83,30,76,22
"20652","chr6",118465320,118465750,50,80,31,91,32
"20653","chr6",118473261,118474890,213,306,111,308,97
"20654","chr6",118475883,118478046,429,459,208,795,222
"20655","chr6",118483787,118487971,1244,1561,1095,1980,1137
"20656","chr6",118506650,118507012,49,83,55,90,38
"20657","chr6",118536262,118537834,77,246,119,208,107
"20658","chr6",118638540,118640460,228,459,269,460,313
"20659","chr6",118641115,118641700,69,99,49,119,78
"20660","chr6",118650221,118652949,547,1043,454,1042,391
"20661","chr6",118680584,118681446,154,357,187,279,194
"20662","chr6",118708870,118711025,308,660,186,532,285
"20663","chr6",118712779,118713839,122,393,102,205,110
"20664","chr6",118748337,118749045,61,172,113,187,73
"20665","chr6",118780442,118781214,78,225,49,125,60
"20666","chr6",118783194,118785929,503,1209,498,974,719
"20667","chr6",118786661,118787244,79,221,68,179,57
"20668","chr6",118789416,118790933,142,385,131,336,166
"20669","chr6",118800192,118801109,150,167,132,251,93
"20670","chr6",118892460,118895747,724,1496,574,1501,528
"20671","chr6",118898774,118901174,309,748,213,660,199
"20672","chr6",118902616,118903490,92,291,90,325,75
"20673","chr6",118934007,118936093,417,781,325,938,343
"20674","chr6",119349640,119350460,17,27,10,35,6
"20675","chr6",119445631,119447695,18,95,20,68,42
"20676","chr6",121042223,121043268,78,213,120,118,88
"20677","chr6",121107439,121108950,83,157,56,143,59
"20678","chr6",121133503,121134981,64,121,40,112,39
"20679","chr6",121209482,121211954,269,611,226,451,145
"20680","chr6",121217235,121218948,113,248,116,213,72
"20681","chr6",121330374,121331087,71,136,45,78,43
"20682","chr6",121334128,121335586,449,929,484,765,365
"20683","chr6",122398913,122400698,290,444,276,430,204
"20684","chr6",122470524,122472302,468,784,376,775,280
"20685","chr6",122604456,122605374,197,277,143,174,94
"20686","chr6",122788786,122791307,847,994,832,844,428
"20687","chr6",122792181,122792936,76,127,69,101,53
"20688","chr6",122808266,122810471,391,423,280,327,156
"20689","chr6",122817277,122820480,644,580,548,547,304
"20690","chr6",122832638,122836428,493,1222,550,723,473
"20691","chr6",123420074,123421058,63,86,37,71,27
"20692","chr6",123745873,123746348,78,103,32,169,46
"20693","chr6",123801781,123826013,6116,11166,6348,12863,5273
"20694","chr6",123828050,123831268,374,820,510,823,354
"20695","chr6",123834672,123835889,81,123,74,136,74
"20696","chr6",123838884,123840242,36,68,34,74,36
"20697","chr6",123844087,123844776,17,64,20,40,26
"20698","chr6",123845830,123846848,32,75,48,78,36
"20699","chr6",123855479,123859269,144,409,225,423,143
"20700","chr6",123863720,123865089,18,89,69,77,42
"20701","chr6",123868482,123871411,110,384,234,295,172
"20702","chr6",123873416,123874895,64,154,123,120,73
"20703","chr6",123878737,123880471,66,121,86,200,72
"20704","chr6",123881384,123890299,673,1711,995,1871,772
"20705","chr6",123894917,123896072,44,63,62,75,51
"20706","chr6",123913438,123914867,49,143,53,145,72
"20707","chr6",123925120,123926070,40,111,42,116,35
"20708","chr6",123933713,123934415,38,69,50,80,29
"20709","chr6",123935369,123939154,303,456,358,617,267
"20710","chr6",123960775,123961507,20,56,39,80,35
"20711","chr6",123965513,123966362,48,93,51,114,31
"20712","chr6",123983105,123983527,36,42,10,47,18
"20713","chr6",123996035,123996979,38,118,14,63,31
"20714","chr6",124002159,124003925,156,234,139,305,80
"20715","chr6",124005714,124009836,442,853,384,813,259
"20716","chr6",124058963,124060514,88,164,66,216,58
"20717","chr6",124066058,124068168,208,492,204,541,162
"20718","chr6",124069567,124071415,82,228,121,264,83
"20719","chr6",124076036,124077229,90,188,85,209,79
"20720","chr6",124077584,124078618,63,114,51,120,42
"20721","chr6",124095789,124096081,6,26,6,15,2
"20722","chr6",124141709,124143193,104,219,82,191,54
"20723","chr6",124157457,124159106,94,279,98,226,86
"20724","chr6",124183663,124184144,25,67,20,79,36
"20725","chr6",124248765,124249609,30,73,16,72,37
"20726","chr6",124273942,124275064,54,168,83,189,84
"20727","chr6",124355441,124357171,58,176,74,101,52
"20728","chr6",124566457,124568219,158,242,82,262,61
"20729","chr6",124799116,124800461,84,217,94,177,91
"20730","chr6",124821550,124824443,344,662,402,864,417
"20731","chr6",124825111,124826710,150,328,134,302,114
"20732","chr6",124832815,124836840,417,673,289,743,362
"20733","chr6",124961381,124967220,1089,2246,1017,2582,1024
"20734","chr6",124998961,125000092,81,254,101,251,101
"20735","chr6",125001707,125003118,112,290,100,310,108
"20736","chr6",125009045,125010910,128,266,94,306,125
"20737","chr6",125019762,125020829,192,355,144,490,167
"20738","chr6",125036964,125038091,106,217,70,286,77
"20739","chr6",125039953,125046703,1257,2051,779,2775,1366
"20740","chr6",125050279,125060064,1734,2804,1104,3824,1376
"20741","chr6",125094071,125105253,3604,5628,3201,7492,3236
"20742","chr6",125113651,125114367,69,147,58,170,118
"20743","chr6",125301155,125302080,73,190,148,194,96
"20744","chr6",125315478,125317299,139,401,114,428,144
"20745","chr6",125363296,125363832,64,126,48,121,40
"20746","chr6",125524181,125524945,107,152,56,102,204
"20747","chr6",125584357,125585459,216,366,195,380,229
"20748","chr6",125611447,125613425,300,587,241,593,300
"20749","chr6",125636350,125637264,40,162,72,78,66
"20750","chr6",125699126,125702479,1336,2385,1148,2230,1471
"20751","chr6",125732637,125736893,1006,2043,929,2083,1252
"20752","chr6",125741172,125755980,2980,6922,2473,6932,3090
"20753","chr6",125761263,125761979,89,208,65,218,39
"20754","chr6",125765298,125767055,186,440,134,606,188
"20755","chr6",125773537,125774192,117,234,63,304,85
"20756","chr6",125780154,125781987,239,666,236,835,266
"20757","chr6",125787866,125796980,2970,4916,2773,6192,2218
"20758","chr6",125797082,125800007,252,622,271,736,217
"20759","chr6",125800811,125804527,389,843,415,983,289
"20760","chr6",125806608,125826153,3285,6814,3113,7037,2492
"20761","chr6",125827328,125881626,14799,25855,13387,32650,12515
"20762","chr6",125882284,125888421,1045,1682,858,2508,616
"20763","chr6",125888896,125896434,725,1365,568,1939,547
"20764","chr6",125896540,125900693,379,689,291,900,271
"20765","chr6",125901773,125903603,185,389,127,412,133
"20766","chr6",125904084,125905134,95,160,79,239,73
"20767","chr6",125905962,125920704,3142,5643,2107,7431,1948
"20768","chr6",125921507,125925821,534,986,381,1310,400
"20769","chr6",125926417,125928461,227,438,198,514,165
"20770","chr6",125943904,125945144,212,375,171,442,132
"20771","chr6",125951002,125951743,28,130,45,150,59
"20772","chr6",125956311,125967276,4742,6951,4240,9484,4104
"20773","chr6",125967788,125971218,419,549,307,977,305
"20774","chr6",125972090,125974960,282,518,289,821,216
"20775","chr6",125976853,125977342,46,115,45,136,34
"20776","chr6",125985929,125987166,126,356,177,292,109
"20777","chr6",126015764,126018021,134,390,128,326,124
"20778","chr6",126029802,126030974,96,271,143,200,90
"20779","chr6",126633313,126633908,44,100,30,55,20
"20780","chr6",127266317,127268891,716,1510,575,1424,463
"20781","chr6",127272515,127278143,444,1186,315,1022,380
"20782","chr6",127279779,127280693,38,94,36,158,38
"20783","chr6",127289232,127292318,292,665,220,728,191
"20784","chr6",127342236,127344419,127,309,132,282,107
"20785","chr6",127420453,127421299,80,240,46,238,47
"20786","chr6",127458857,127459926,84,144,64,141,36
"20787","chr6",127486433,127488227,166,346,159,316,135
"20788","chr6",127514346,127517263,606,1117,402,1332,377
"20789","chr6",127518114,127519637,139,279,121,259,94
"20790","chr6",127784232,127785147,152,258,144,239,86
"20791","chr6",127792849,127793558,170,214,148,277,37
"20792","chr6",127855007,127859148,692,1009,650,1534,516
"20793","chr6",127867952,127871230,2107,2578,1464,3651,1616
"20794","chr6",127956558,127957378,129,151,57,266,68
"20795","chr6",127966650,127969606,790,730,494,1421,435
"20796","chr6",127980252,127982143,304,452,291,486,261
"20797","chr6",128039729,128041000,131,236,129,261,92
"20798","chr6",128045868,128046507,85,120,68,139,26
"20799","chr6",128063141,128069456,970,1800,1116,2389,961
"20800","chr6",128085036,128085989,81,186,98,208,94
"20801","chr6",128096334,128101846,833,1334,760,1534,550
"20802","chr6",128106254,128107356,64,167,45,155,48
"20803","chr6",128111101,128114005,366,913,382,849,378
"20804","chr6",128122956,128123308,53,71,47,68,30
"20805","chr6",128127894,128133062,740,1439,935,1850,694
"20806","chr6",128138304,128140116,170,280,161,409,127
"20807","chr6",128142179,128142391,19,38,23,64,16
"20808","chr6",128143675,128145147,103,238,101,259,84
"20809","chr6",128161338,128162064,45,109,53,101,56
"20810","chr6",128174191,128175254,76,155,76,226,69
"20811","chr6",128179637,128180947,109,233,155,237,94
"20812","chr6",128187585,128188975,90,241,143,328,91
"20813","chr6",128208090,128210197,173,320,192,441,163
"20814","chr6",128214622,128215923,114,235,107,279,104
"20815","chr6",128219347,128219824,35,79,55,134,39
"20816","chr6",128229251,128231558,182,468,214,425,141
"20817","chr6",128233197,128234147,54,106,53,143,68
"20818","chr6",128237038,128241801,796,1701,858,1775,757
"20819","chr6",128242330,128242530,21,64,42,51,23
"20820","chr6",128250388,128253933,248,698,322,665,288
"20821","chr6",128275087,128277653,202,564,238,564,197
"20822","chr6",128278527,128279490,68,162,80,177,67
"20823","chr6",128281010,128282806,154,358,155,345,99
"20824","chr6",128283213,128284890,135,385,164,426,168
"20825","chr6",128309943,128311285,125,296,125,327,96
"20826","chr6",128315921,128318409,248,482,189,729,194
"20827","chr6",128318830,128325405,1317,2428,782,3242,832
"20828","chr6",128328995,128330021,87,166,92,190,67
"20829","chr6",128333620,128334128,39,124,44,124,39
"20830","chr6",128335085,128341139,517,1142,563,1428,437
"20831","chr6",128345263,128347627,247,518,202,555,193
"20832","chr6",128348785,128350275,139,374,166,413,121
"20833","chr6",128356800,128359009,256,682,255,718,158
"20834","chr6",128364488,128365308,73,190,78,248,74
"20835","chr6",128367974,128372200,402,1012,346,981,317
"20836","chr6",128379539,128381086,97,185,113,317,90
"20837","chr6",128387049,128388570,120,311,126,341,94
"20838","chr6",128389833,128391020,86,228,78,238,80
"20839","chr6",128391963,128392795,84,146,72,232,64
"20840","chr6",128393526,128395377,189,353,134,433,155
"20841","chr6",128398811,128401734,214,455,184,545,197
"20842","chr6",128409935,128410966,83,168,122,228,57
"20843","chr6",128412715,128413268,50,102,46,144,52
"20844","chr6",128413674,128417972,497,892,425,1258,485
"20845","chr6",128420204,128427480,779,1677,929,2026,766
"20846","chr6",128432384,128435757,185,562,289,589,197
"20847","chr6",128437815,128440272,188,444,212,507,165
"20848","chr6",128441483,128441882,42,97,36,127,39
"20849","chr6",128443173,128445106,152,329,183,367,137
"20850","chr6",128445844,128446792,71,158,89,223,77
