"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"24226","chr7",2465386,2466769,208,314,416,806,233
"24227","chr7",2554636,2556066,234,363,292,665,274
"24228","chr7",2561672,2562191,26,40,58,113,17
"24229","chr7",2565974,2568025,98,187,241,399,113
"24230","chr7",2583031,2583591,16,31,100,116,10
"24231","chr7",2613154,2615272,124,284,356,494,198
"24232","chr7",2616767,2617574,90,96,162,209,96
"24233","chr7",2631452,2634508,381,504,738,1204,384
"24234","chr7",2638779,2640090,147,286,291,358,173
"24235","chr7",2640756,2642152,164,197,289,422,137
"24236","chr7",2644961,2645741,99,92,174,128,122
"24237","chr7",2662338,2663004,33,91,68,119,45
"24238","chr7",2678507,2685240,1534,2602,2849,3504,1393
"24239","chr7",2686452,2694616,1543,2846,2826,4381,1702
"24240","chr7",2697852,2703906,601,1220,1635,2053,799
"24241","chr7",2705290,2707527,140,164,318,407,154
"24242","chr7",2709025,2711616,93,226,300,373,104
"24243","chr7",2712194,2720204,346,804,729,870,351
"24244","chr7",2725054,2739738,1528,4431,2852,3808,1337
"24245","chr7",2740965,2743814,63,120,188,225,72
"24246","chr7",2751941,2765552,1260,2695,2447,2863,1112
"24247","chr7",2772681,2778874,827,1568,1443,1860,760
"24248","chr7",2789409,2791489,340,463,473,700,295
"24249","chr7",2792255,2793089,57,75,132,169,79
"24250","chr7",2796574,2797261,12,23,42,47,9
"24251","chr7",2802514,2803401,100,108,122,180,77
"24252","chr7",2805482,2805997,21,45,73,95,29
"24253","chr7",2822948,2826039,209,325,372,458,202
"24254","chr7",2841395,2845038,218,384,264,609,202
"24255","chr7",2911164,2911948,130,84,82,138,66
"24256","chr7",2921377,2921954,45,65,103,108,44
"24257","chr7",2928762,2929514,80,91,138,125,71
"24258","chr7",2975773,2976402,95,89,107,121,70
"24259","chr7",3300802,3301466,41,65,58,89,30
"24260","chr7",3381418,3381756,60,29,53,68,41
"24261","chr7",3724623,3725883,148,127,357,327,104
"24262","chr7",3754386,3755677,279,202,354,515,194
"24263","chr7",3865964,3866591,94,61,136,123,51
"24264","chr7",3891786,3892852,197,238,322,316,194
"24265","chr7",3909768,3910859,272,162,295,320,179
"24266","chr7",4005938,4007115,223,304,463,413,234
"24267","chr7",4129327,4129702,100,49,68,81,54
"24268","chr7",4549453,4550421,89,168,190,185,97
"24269","chr7",4631546,4632150,58,84,111,136,54
"24270","chr7",4641386,4642792,311,410,353,688,256
"24271","chr7",4650257,4651661,659,702,1032,1344,622
"24272","chr7",4681864,4684675,240,303,358,584,218
"24273","chr7",4699806,4700234,55,54,59,101,30
"24274","chr7",4715160,4715973,108,124,163,207,93
"24275","chr7",4722915,4724170,127,264,195,287,131
"24276","chr7",4724726,4726232,189,256,357,443,175
"24277","chr7",4727760,4728410,59,49,79,118,43
"24278","chr7",4743724,4746169,208,202,211,348,104
"24279","chr7",4774379,4776267,343,446,451,889,334
"24280","chr7",4791528,4792773,109,112,156,272,94
"24281","chr7",4837547,4838264,100,108,143,207,89
"24282","chr7",4845694,4846246,72,89,131,169,55
"24283","chr7",4849244,4849969,80,128,169,197,66
"24284","chr7",4881890,4883165,122,171,235,348,114
"24285","chr7",4894004,4895613,74,140,340,376,68
"24286","chr7",4905265,4906521,46,203,195,220,74
"24287","chr7",4907240,4912676,258,1236,843,1092,410
"24288","chr7",4916094,4916325,14,44,49,57,30
"24289","chr7",4918691,4921078,150,282,376,560,223
"24290","chr7",4922498,4923171,38,88,114,129,53
"24291","chr7",4923568,4926834,180,349,469,715,261
"24292","chr7",4927416,4959607,4665,8266,11455,16730,5679
"24293","chr7",4973717,4974948,377,358,372,604,254
"24294","chr7",4993576,4993874,44,32,63,45,23
"24295","chr7",4994547,4995022,67,59,135,116,33
"24296","chr7",5017131,5017765,101,114,197,235,102
"24297","chr7",5045179,5046691,240,295,373,606,218
"24298","chr7",5077685,5078034,40,46,41,47,37
"24299","chr7",5189743,5190762,146,169,204,371,148
"24300","chr7",5236952,5238070,275,261,440,549,209
"24301","chr7",5240146,5240824,54,59,112,174,53
"24302","chr7",5247976,5249041,60,159,184,468,119
"24303","chr7",5283761,5285068,63,129,146,290,83
"24304","chr7",5312981,5314022,83,187,218,281,114
"24305","chr7",5354312,5355676,118,140,216,280,135
"24306","chr7",5358534,5359607,71,114,224,209,98
"24307","chr7",5369265,5369659,42,89,78,79,15
"24308","chr7",5382087,5383747,149,201,240,306,144
"24309","chr7",5412981,5413820,59,76,133,120,76
"24310","chr7",5417659,5430519,5528,6719,6915,11287,4795
"24311","chr7",5457464,5458378,154,170,250,402,171
"24312","chr7",5469902,5471284,122,365,415,583,157
"24313","chr7",5477858,5478733,79,225,197,351,127
"24314","chr7",5486653,5487011,18,98,74,168,40
"24315","chr7",5490983,5493112,123,500,362,588,158
"24316","chr7",5494577,5497987,628,1861,1118,1798,650
"24317","chr7",5513287,5514415,364,427,606,960,355
"24318","chr7",5525901,5526569,42,77,102,105,26
"24319","chr7",5527059,5532625,1486,2336,2348,4060,1470
"24320","chr7",5554704,5557214,268,629,603,864,316
"24321","chr7",5557623,5559421,247,575,538,703,280
"24322","chr7",5562167,5563712,218,583,559,980,230
"24323","chr7",5569506,5570466,57,73,107,176,51
"24324","chr7",5588135,5590090,317,378,494,734,224
"24325","chr7",5591425,5597365,672,883,954,1696,565
"24326","chr7",5597760,5598841,93,105,147,194,70
"24327","chr7",5607099,5607598,38,39,83,117,28
"24328","chr7",5630073,5632313,90,329,423,413,184
"24329","chr7",5633602,5637580,457,925,1049,1308,521
"24330","chr7",5649536,5649972,32,45,53,72,28
"24331","chr7",5652710,5653379,39,57,129,165,78
"24332","chr7",5661523,5662804,70,137,138,191,67
"24333","chr7",5670548,5673154,270,436,605,776,269
"24334","chr7",5677630,5681555,336,850,1341,1646,561
"24335","chr7",5685182,5687038,104,208,323,495,132
"24336","chr7",5687511,5689302,72,215,342,515,133
"24337","chr7",5690046,5706698,2984,5650,8243,11059,3629
"24338","chr7",5708302,5709785,118,181,264,338,115
"24339","chr7",5723723,5725625,209,331,483,740,279
"24340","chr7",5730385,5731604,78,62,112,192,64
"24341","chr7",5749509,5751382,420,412,607,888,381
"24342","chr7",5755161,5756097,69,80,119,180,60
"24343","chr7",5780548,5781978,431,416,520,746,358
"24344","chr7",5822720,5823629,79,134,145,223,66
"24345","chr7",5869752,5873781,853,1332,1546,2348,816
"24346","chr7",5878297,5880647,101,86,163,176,39
"24347","chr7",5898374,5898674,60,76,80,110,42
"24348","chr7",6008669,6010120,190,186,205,434,118
"24349","chr7",6015688,6016516,102,100,180,219,73
"24350","chr7",6058334,6059557,188,222,317,557,175
"24351","chr7",6080733,6082029,227,284,305,592,146
"24352","chr7",6104223,6106552,369,352,467,799,316
"24353","chr7",6157896,6160874,329,412,471,543,232
"24354","chr7",6211113,6211631,80,70,127,124,86
"24355","chr7",6266395,6266758,49,56,102,109,46
"24356","chr7",6270830,6271473,55,91,110,154,59
"24357","chr7",6348140,6349359,165,178,210,424,139
"24358","chr7",6374124,6376347,466,398,464,720,326
"24359","chr7",6425615,6426256,54,118,159,188,63
"24360","chr7",6447112,6448383,269,238,249,423,156
"24361","chr7",6483121,6484655,256,258,388,651,221
"24362","chr7",6516563,6517002,43,72,171,179,57
"24363","chr7",6536078,6537258,230,343,331,523,191
"24364","chr7",6564242,6564782,28,59,106,89,61
"24365","chr7",6576919,6578006,190,239,346,544,192
"24366","chr7",6589616,6590936,340,409,302,546,238
"24367","chr7",6614786,6616128,117,191,195,300,90
"24368","chr7",6628043,6628639,47,112,83,137,17
"24369","chr7",6663962,6664798,58,136,106,181,70
"24370","chr7",6706129,6707591,316,298,428,597,231
"24371","chr7",6728955,6730520,210,318,293,466,194
"24372","chr7",6826336,6826573,50,84,72,110,48
"24373","chr7",6855244,6855476,43,30,38,48,16
"24374","chr7",6896639,6897852,32,69,100,128,66
"24375","chr7",6930616,6931825,129,110,149,150,102
"24376","chr7",7013814,7016067,584,641,900,1163,520
"24377","chr7",7051358,7051797,46,47,95,94,53
"24378","chr7",7181603,7183760,676,769,985,1669,533
"24379","chr7",7184812,7186191,77,125,205,267,80
"24380","chr7",7214847,7215773,82,60,159,148,118
"24381","chr7",7227754,7230224,383,268,644,749,331
"24382","chr7",7237254,7239352,184,115,299,289,118
"24383","chr7",7269935,7270771,156,98,212,268,124
"24384","chr7",7424225,7428700,448,750,1483,1615,541
"24385","chr7",7498079,7499833,357,327,679,739,355
"24386","chr7",7512769,7514276,349,347,730,865,374
"24387","chr7",7529017,7530774,204,246,434,479,230
"24388","chr7",7566250,7567864,384,490,562,858,421
"24389","chr7",7639737,7641681,332,292,426,893,263
"24390","chr7",7681103,7683496,296,505,879,1133,388
"24391","chr7",7688140,7688809,24,32,47,46,21
"24392","chr7",7694697,7695974,286,368,744,723,287
"24393","chr7",7707794,7708568,112,67,204,163,73
"24394","chr7",7718775,7719830,117,56,180,147,73
"24395","chr7",7739796,7740331,117,57,143,136,57
"24396","chr7",7754893,7755803,314,209,369,421,211
"24397","chr7",7768379,7768678,31,34,56,33,32
"24398","chr7",7772305,7773141,187,248,298,397,183
"24399","chr7",7782873,7784182,263,244,411,573,201
"24400","chr7",7821055,7823235,284,187,500,500,219
"24401","chr7",7870420,7871114,130,82,126,190,69
"24402","chr7",7892440,7893129,49,81,154,135,42
"24403","chr7",7894043,7896136,213,216,498,591,205
"24404","chr7",7898659,7899314,36,57,82,73,40
"24405","chr7",7919068,7921389,304,224,495,640,323
"24406","chr7",7944698,7945316,50,61,87,114,98
"24407","chr7",7968262,7974171,1688,2748,2907,4660,1562
"24408","chr7",7975280,7976106,105,81,195,234,103
"24409","chr7",7988666,7991374,270,249,583,602,240
"24410","chr7",8003958,8005713,244,152,404,431,202
"24411","chr7",8009420,8010173,79,59,143,131,70
"24412","chr7",8017020,8017704,75,41,116,109,54
"24413","chr7",8040946,8041680,64,89,92,111,42
"24414","chr7",8057320,8058155,133,97,171,196,121
"24415","chr7",8067006,8067987,127,101,171,199,93
"24416","chr7",8068202,8070267,314,310,499,446,251
"24417","chr7",8083913,8085774,249,170,265,284,144
"24418","chr7",8146096,8147320,157,162,293,292,128
"24419","chr7",8150879,8152096,90,73,168,142,100
"24420","chr7",8154179,8157399,370,549,729,850,360
"24421","chr7",8160713,8161394,45,45,118,107,42
"24422","chr7",8167752,8170159,162,235,437,594,176
"24423","chr7",8172717,8174111,121,192,235,371,86
"24424","chr7",8182354,8192467,2005,3179,3837,4606,1720
"24425","chr7",8216908,8217975,120,225,316,446,98
"24426","chr7",8236359,8237333,183,198,334,373,212
"24427","chr7",8260836,8262479,161,219,316,500,187
"24428","chr7",8343079,8344847,371,326,392,476,234
"24429","chr7",8357210,8358383,68,66,123,137,52
"24430","chr7",8378250,8382977,891,948,1537,1962,768
"24431","chr7",8418925,8419687,63,92,163,236,65
"24432","chr7",8430360,8448423,4793,7028,8694,11412,4683
"24433","chr7",8454460,8456583,151,291,373,365,157
"24434","chr7",8475065,8477281,205,463,534,626,217
"24435","chr7",8481502,8482864,126,231,271,221,127
"24436","chr7",8490607,8493848,211,316,374,420,215
"24437","chr7",8500292,8500891,79,82,102,108,66
"24438","chr7",8507299,8507883,49,68,102,89,52
"24439","chr7",8508592,8510242,138,203,280,298,112
"24440","chr7",8510934,8512315,160,174,263,228,126
"24441","chr7",8514765,8515626,111,116,169,134,74
"24442","chr7",8549143,8549494,48,56,83,74,50
"24443","chr7",8552401,8553167,92,103,102,142,72
"24444","chr7",8560312,8562626,252,260,517,572,202
"24445","chr7",8565846,8566902,49,113,146,125,82
"24446","chr7",8585177,8586157,127,130,179,166,78
"24447","chr7",8594171,8594550,34,55,88,86,48
"24448","chr7",8612617,8613861,105,130,240,221,125
"24449","chr7",8619084,8620671,146,190,266,336,127
"24450","chr7",8622762,8623525,74,136,167,214,99
"24451","chr7",8626763,8628065,118,176,219,272,126
"24452","chr7",8637676,8638691,131,170,124,230,84
"24453","chr7",8646952,8647399,74,94,117,90,55
"24454","chr7",8648249,8648635,45,60,71,92,44
"24455","chr7",8655390,8656217,68,124,132,160,75
"24456","chr7",8669277,8669954,47,84,91,129,62
"24457","chr7",8685933,8688017,175,252,424,533,184
"24458","chr7",8697228,8698152,80,92,145,162,73
"24459","chr7",8698737,8705911,1176,1603,2400,2594,1076
"24460","chr7",8708922,8710485,99,143,227,287,124
"24461","chr7",8711188,8712238,57,116,136,176,68
"24462","chr7",8713670,8714666,59,98,147,138,50
"24463","chr7",8716875,8719702,256,372,634,587,292
"24464","chr7",8721669,8725318,514,675,1003,1136,483
"24465","chr7",8739404,8741000,113,155,210,243,145
"24466","chr7",8746375,8749792,421,522,791,944,336
"24467","chr7",8751713,8753088,167,152,275,270,154
"24468","chr7",8917799,8919405,282,210,417,428,197
"24469","chr7",8996265,9000855,881,1091,2072,1923,732
"24470","chr7",9025664,9027727,404,296,691,790,223
"24471","chr7",9089296,9090164,95,141,231,225,50
"24472","chr7",9172463,9197102,2588,4882,8601,10168,2810
"24473","chr7",9229558,9233466,795,859,1436,1743,630
"24474","chr7",9241811,9243431,126,92,354,412,127
"24475","chr7",9476383,9476873,103,58,117,116,56
"24476","chr7",9507329,9507769,74,65,135,135,55
"24477","chr7",9557096,9559263,269,394,674,510,238
"24478","chr7",9642952,9643722,115,90,242,268,108
"24479","chr7",9717972,9718776,202,135,302,318,145
"24480","chr7",9937797,9939484,144,162,371,400,100
"24481","chr7",9959130,9959856,76,61,144,117,68
"24482","chr7",10119683,10129859,2647,3599,5564,7100,2407
"24483","chr7",10136129,10136600,37,37,101,114,64
"24484","chr7",10205506,10206033,52,92,96,94,60
"24485","chr7",10428160,10430690,720,771,1264,1344,617
"24486","chr7",10438664,10439398,114,94,271,267,101
"24487","chr7",10592529,10592895,70,25,90,100,34
"24488","chr7",10619067,10619316,52,17,70,64,29
"24489","chr7",10735117,10735752,151,93,201,205,78
"24490","chr7",10934849,10935450,78,85,122,136,66
"24491","chr7",10938301,10941099,917,1076,1309,1783,784
"24492","chr7",10973317,10974895,361,371,419,658,273
"24493","chr7",11061846,11062670,147,88,157,144,61
"24494","chr7",11092522,11093014,61,41,106,84,57
"24495","chr7",11168751,11171125,632,501,687,966,448
"24496","chr7",11192781,11193812,92,114,183,167,94
"24497","chr7",11343101,11344141,84,121,233,291,81
"24498","chr7",11415672,11419168,849,1245,1796,2074,670
"24499","chr7",11425355,11425834,42,47,124,110,57
"24500","chr7",11434123,11434815,82,134,190,195,122
"24501","chr7",11447059,11447623,65,46,134,122,79
"24502","chr7",11506434,11507305,57,82,223,173,114
"24503","chr7",11522046,11522389,24,22,52,28,13
"24504","chr7",11524235,11525286,102,90,305,286,115
"24505","chr7",11552606,11553517,124,137,320,213,92
"24506","chr7",11817160,11817787,80,97,159,151,67
"24507","chr7",11830040,11834583,988,1500,1842,2333,927
"24508","chr7",11923438,11924373,87,157,145,165,98
"24509","chr7",12111381,12112067,125,85,120,139,75
"24510","chr7",12210291,12212427,847,966,1060,1530,638
"24511","chr7",12386225,12386784,213,158,262,189,128
"24512","chr7",12436925,12437549,87,36,125,144,80
"24513","chr7",12637942,12638696,143,87,270,231,104
"24514","chr7",12683947,12684619,94,68,149,145,83
"24515","chr7",12685315,12691815,805,1645,1789,2878,828
"24516","chr7",12692337,12692650,16,42,60,85,25
"24517","chr7",12694085,12695715,126,133,187,232,101
"24518","chr7",12710455,12711240,88,70,196,161,84
"24519","chr7",12715344,12716995,231,184,405,418,205
"24520","chr7",12770696,12772422,277,314,415,602,170
"24521","chr7",12795840,12797461,260,203,423,483,247
"24522","chr7",12809442,12809783,93,73,97,100,55
"24523","chr7",12818233,12823530,1147,1251,1901,1936,877
"24524","chr7",12895066,12896112,90,151,157,198,117
"24525","chr7",12926192,12926812,84,71,143,124,42
"24526","chr7",12948621,12951232,435,624,991,1145,369
"24527","chr7",13016732,13018615,308,310,666,692,287
"24528","chr7",13020321,13025244,1081,1162,2330,2504,934
"24529","chr7",13028333,13029369,72,69,220,226,85
"24530","chr7",13031406,13033648,230,278,576,722,292
"24531","chr7",13069677,13070312,91,85,220,201,83
"24532","chr7",13114902,13116413,239,235,392,329,143
"24533","chr7",13144600,13145347,73,64,167,139,62
"24534","chr7",13177119,13182477,1335,1195,2471,2832,1109
"24535","chr7",13233938,13238702,1220,883,2513,2038,1015
"24536","chr7",13259510,13261440,248,125,492,281,172
"24537","chr7",13262010,13263494,380,242,908,664,306
"24538","chr7",13506346,13508082,131,156,259,317,90
"24539","chr7",13899156,13899577,47,39,102,86,54
"24540","chr7",13919044,13921781,862,450,945,1049,539
"24541","chr7",13933472,13934364,95,83,128,133,67
