"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"34450","chr12",1587323,1596910,2155,2567,3508,6555,2607
"34451","chr12",1605471,1606167,33,40,76,168,46
"34452","chr12",1643945,1645748,133,420,410,674,227
"34453","chr12",1650353,1652102,50,179,107,90,40
"34454","chr12",1652670,1664224,1521,3750,3397,4383,2015
"34455","chr12",1664937,1668145,153,368,374,451,178
"34456","chr12",1668899,1669715,8,62,45,70,13
"34457","chr12",1690165,1693355,546,639,718,1456,578
"34458","chr12",1695890,1698882,308,300,410,664,239
"34459","chr12",1704303,1708480,333,275,462,716,300
"34460","chr12",1710545,1713551,523,321,601,732,379
"34461","chr12",1718095,1719911,108,106,186,251,112
"34462","chr12",1721540,1725046,277,238,488,675,257
"34463","chr12",1725600,1733543,1459,1177,2574,3671,1482
"34464","chr12",1736810,1739332,227,177,386,645,244
"34465","chr12",1740217,1744050,518,437,970,1327,536
"34466","chr12",1745013,1746960,194,196,358,566,208
"34467","chr12",1748986,1749872,102,44,179,198,121
"34468","chr12",1750468,1754599,308,288,589,839,280
"34469","chr12",1755586,1766881,1943,1710,3545,5448,2037
"34470","chr12",1767388,1796506,5488,7286,10546,15564,5967
"34471","chr12",1804723,1804909,27,46,56,107,49
"34472","chr12",1836850,1837417,38,50,45,96,60
"34473","chr12",1931768,1932866,142,200,191,252,80
"34474","chr12",1933307,1940488,2133,2931,3090,4994,2194
"34475","chr12",1946153,1946764,132,74,107,136,106
"34476","chr12",1972382,1973435,332,190,246,414,326
"34477","chr12",2003794,2004989,248,298,209,560,201
"34478","chr12",2032056,2033261,275,73,84,269,240
"34479","chr12",2034737,2035565,59,68,87,218,92
"34480","chr12",2097684,2099344,434,75,98,200,172
"34481","chr12",2793981,2797091,481,612,605,1296,637
"34482","chr12",2797661,2798571,135,71,127,221,131
"34483","chr12",2804168,2804974,159,114,114,157,111
"34484","chr12",2812190,2814101,442,536,516,1259,478
"34485","chr12",2823508,2826909,1033,979,1329,1837,991
"34486","chr12",2832349,2836591,763,886,1152,1732,751
"34487","chr12",2840982,2841594,106,76,104,78,68
"34488","chr12",2842665,2843840,335,126,241,227,236
"34489","chr12",2845901,2846314,36,46,44,59,40
"34490","chr12",2877240,2877876,194,124,134,346,178
"34491","chr12",2884783,2885378,57,53,98,196,59
"34492","chr12",2889998,2891962,181,349,541,943,304
"34493","chr12",2894583,2895795,96,133,206,282,109
"34494","chr12",2900078,2904883,415,888,1765,1910,816
"34495","chr12",2908769,2910948,66,80,169,193,64
"34496","chr12",2925256,2926011,93,51,194,132,76
"34497","chr12",2938222,2940137,141,178,335,240,106
"34498","chr12",3033952,3038978,1624,1875,2588,3382,1670
"34499","chr12",3047985,3048436,80,53,57,77,96
"34500","chr12",3076712,3077769,198,152,61,237,167
"34501","chr12",3100198,3103839,706,120,30,200,196
"34502","chr12",3104513,3105719,452,78,66,137,179
"34503","chr12",3118679,3128676,3103,854,568,1432,1303
"34504","chr12",3335586,3339054,416,586,756,884,424
"34505","chr12",3341676,3342453,32,37,59,91,26
"34506","chr12",3832325,3833125,206,36,30,123,103
"34507","chr12",3872626,3874002,305,360,338,852,372
"34508","chr12",4320460,4321922,411,335,329,882,433
"34509","chr12",4331810,4332680,100,37,54,141,107
"34510","chr12",4346420,4348048,471,274,472,779,522
"34511","chr12",4487017,4487477,110,42,58,83,72
"34512","chr12",4538129,4539016,264,260,299,556,236
"34513","chr12",4562005,4562777,149,114,99,241,115
"34514","chr12",4570789,4572946,422,196,305,480,306
"34515","chr12",4604616,4605871,144,178,216,439,152
"34516","chr12",4614270,4616836,577,557,906,1301,635
"34517","chr12",4648542,4649628,290,364,383,625,360
"34518","chr12",4775653,4776277,137,70,102,153,103
"34519","chr12",5011922,5015348,503,700,811,1538,569
"34520","chr12",5017617,5018055,81,45,48,87,43
"34521","chr12",6039796,6040123,54,36,86,74,60
"34522","chr12",6057705,6070390,3608,1148,1552,2189,1815
"34523","chr12",6083650,6085293,840,330,482,607,568
"34524","chr12",6178570,6179992,310,110,182,205,168
"34525","chr12",6195314,6196626,144,157,260,351,176
"34526","chr12",6197348,6238128,15499,14805,19473,30596,15100
"34527","chr12",6239822,6240359,59,63,65,64,50
"34528","chr12",6278214,6279099,131,89,121,301,154
"34529","chr12",6426005,6426487,65,29,36,52,48
"34530","chr12",6429830,6431842,418,331,478,673,416
"34531","chr12",6449940,6453596,1552,1227,1652,2626,1410
"34532","chr12",6460926,6462669,349,398,586,665,365
"34533","chr12",6469035,6471632,265,499,511,1119,362
"34534","chr12",6492752,6500220,1795,2010,2134,3973,1757
"34535","chr12",6531948,6536978,1523,1896,2136,3765,1705
"34536","chr12",6537449,6538554,77,101,146,200,57
"34537","chr12",6541865,6543069,39,61,53,71,17
"34538","chr12",6550530,6555019,427,416,441,827,290
"34539","chr12",6555658,6556824,147,191,156,460,149
"34540","chr12",6567857,6568747,111,151,144,284,105
"34541","chr12",6602302,6609612,910,1528,1781,2842,1085
"34542","chr12",6610662,6615351,1506,1865,2285,3479,1709
"34543","chr12",6615748,6618255,240,282,357,561,222
"34544","chr12",6624809,6625214,30,28,62,97,39
"34545","chr12",6632382,6632885,93,52,38,91,68
"34546","chr12",6662635,6663769,143,223,307,628,198
"34547","chr12",6688324,6690313,523,510,525,1494,499
"34548","chr12",6691572,6692866,211,189,270,353,204
"34549","chr12",6723543,6724634,292,251,376,558,276
"34550","chr12",6752171,6754246,269,399,482,1170,276
"34551","chr12",6763510,6765182,102,203,381,570,100
"34552","chr12",6778864,6780161,242,140,266,384,155
"34553","chr12",6851421,6854482,666,897,902,2198,808
"34554","chr12",6866729,6869012,149,333,263,667,224
"34555","chr12",6872330,6874211,142,245,361,821,202
"34556","chr12",6890358,6891797,246,391,442,910,317
"34557","chr12",6904206,6905355,104,176,178,463,151
"34558","chr12",6913824,6916003,84,170,174,274,106
"34559","chr12",6924044,6930401,682,1149,1234,2669,833
"34560","chr12",6936907,6938955,252,382,305,783,279
"34561","chr12",6941121,6945083,645,1136,1304,2327,830
"34562","chr12",6970198,6971303,189,174,241,495,193
"34563","chr12",7004904,7005457,48,35,65,140,57
"34564","chr12",7017207,7019360,353,496,581,1315,457
"34565","chr12",7048952,7049803,136,68,96,146,80
"34566","chr12",7188303,7192008,370,581,741,1165,503
"34567","chr12",7194674,7195395,118,73,132,142,80
"34568","chr12",7197798,7198154,59,38,53,59,22
"34569","chr12",7935563,7936684,141,131,121,185,151
"34570","chr12",7960631,7961271,196,183,175,243,230
"34571","chr12",8025889,8027443,585,856,1017,1896,781
"34572","chr12",8032088,8034399,232,279,381,681,249
"34573","chr12",8038151,8039256,86,120,145,184,92
"34574","chr12",8081267,8083323,494,472,605,1193,456
"34575","chr12",8108627,8109746,47,92,208,352,114
"34576","chr12",8145804,8146937,172,127,186,270,180
"34577","chr12",8171950,8175529,589,549,1049,1806,827
"34578","chr12",8178843,8181688,400,516,600,1237,555
"34579","chr12",8194076,8194718,99,27,85,152,88
"34580","chr12",8242725,8243765,23,79,82,218,55
"34581","chr12",8622560,8623251,246,62,86,132,112
"34582","chr12",8692191,8693325,229,84,121,170,108
"34583","chr12",8697364,8698331,103,102,56,171,64
"34584","chr12",8913420,8915554,208,321,283,684,226
"34585","chr12",8948820,8950558,509,534,474,1346,619
"34586","chr12",9063903,9066118,423,297,340,663,392
"34587","chr12",9091554,9094594,390,141,568,375,258
"34588","chr12",9156967,9158658,406,203,348,349,329
"34589","chr12",9240059,9246478,2001,1103,2031,3800,1624
"34590","chr12",9255200,9257597,703,167,323,591,380
"34591","chr12",9283253,9283955,128,199,96,103,114
"34592","chr12",9449214,9449837,198,48,58,81,91
"34593","chr12",9647826,9648542,101,67,62,108,109
"34594","chr12",9991827,9993347,214,126,264,605,210
"34595","chr12",10009863,10013778,778,725,1003,1826,733
"34596","chr12",10016878,10017560,40,48,64,119,32
"34597","chr12",10153190,10153990,110,130,111,252,115
"34598","chr12",10211251,10215725,723,1274,1689,2980,1306
"34599","chr12",10219785,10223748,468,712,1152,1524,600
"34600","chr12",10282818,10283704,179,124,182,300,194
"34601","chr12",10340939,10341377,80,57,71,65,63
"34602","chr12",10360090,10375729,8275,9414,11664,16858,9293
"34603","chr12",10395245,10396057,116,140,139,344,175
"34604","chr12",10406699,10407408,56,82,76,139,83
"34605","chr12",10408895,10409860,173,175,245,368,152
"34606","chr12",10414992,10416619,109,272,171,431,152
"34607","chr12",10417006,10423773,399,876,918,1911,652
"34608","chr12",10425434,10426891,366,736,393,1280,592
"34609","chr12",10433050,10436463,226,714,352,1002,640
"34610","chr12",10439655,10440061,18,70,42,145,61
"34611","chr12",10441201,10441505,92,146,108,192,92
"34612","chr12",10500861,10505107,482,630,814,1650,713
"34613","chr12",10509931,10513643,1114,1077,1381,2135,982
"34614","chr12",10588706,10589977,404,221,249,372,266
"34615","chr12",10612860,10614446,192,177,204,511,194
"34616","chr12",10749531,10750558,119,102,149,265,126
"34617","chr12",10847688,10848603,284,163,191,290,147
"34618","chr12",10882994,10884424,236,142,188,227,150
"34619","chr12",10952067,10954256,233,659,206,246,164
"34620","chr12",10958417,10959165,86,136,105,146,58
"34621","chr12",10959731,10962064,286,347,416,679,269
"34622","chr12",10967481,10967960,68,55,56,111,50
"34623","chr12",10974082,10976098,320,175,273,394,188
"34624","chr12",10978850,10980441,230,182,214,385,194
"34625","chr12",10980625,10981132,45,45,90,108,50
"34626","chr12",10981740,10983532,494,256,353,619,300
"34627","chr12",10992932,10994659,364,275,374,430,271
"34628","chr12",11004480,11006603,245,256,314,557,301
"34629","chr12",11012223,11023210,3045,2648,3862,5945,2752
"34630","chr12",11027489,11028489,195,137,198,259,132
"34631","chr12",11029872,11031903,505,290,325,524,444
"34632","chr12",11039117,11041115,265,240,266,511,282
"34633","chr12",11046300,11049988,679,644,840,1494,626
"34634","chr12",11055405,11056430,121,90,106,216,84
"34635","chr12",11056926,11063711,1675,950,1300,2166,1151
"34636","chr12",11065756,11066817,120,88,146,238,168
"34637","chr12",11067581,11067906,54,41,40,100,58
"34638","chr12",11068990,11075942,1532,1321,1822,2733,2363
"34639","chr12",11128962,11135505,1549,1222,1381,2375,1250
"34640","chr12",11159001,11159363,55,41,68,101,49
"34641","chr12",11170677,11173465,1184,752,726,1461,871
"34642","chr12",11614984,11616025,281,134,228,244,138
"34643","chr12",11648533,11653482,1129,1089,1022,1894,1095
"34644","chr12",11658314,11659340,231,131,245,223,155
"34645","chr12",11662889,11664490,416,286,465,407,373
"34646","chr12",11676287,11677984,299,114,154,135,134
"34647","chr12",11693373,11694096,180,48,72,73,91
"34648","chr12",11705123,11706618,247,112,162,178,125
"34649","chr12",11718626,11720040,477,259,292,357,311
"34650","chr12",11758011,11759512,363,175,181,157,195
"34651","chr12",11761359,11766918,1573,681,766,1097,927
"34652","chr12",11773594,11775759,466,168,184,259,250
"34653","chr12",11777507,11779398,241,146,126,163,145
"34654","chr12",11785039,11785672,116,118,114,136,86
"34655","chr12",11792901,11795655,702,290,334,433,382
"34656","chr12",11804992,11807863,592,303,373,462,441
"34657","chr12",11810349,11841536,11516,8035,9804,13207,9345
"34658","chr12",11842344,11844514,578,117,189,225,266
"34659","chr12",11851027,11858890,2354,886,1111,1368,1264
"34660","chr12",11859744,11862148,398,179,167,247,162
"34661","chr12",11862899,11864803,559,379,385,596,392
"34662","chr12",11869446,11870723,278,88,151,183,170
"34663","chr12",11876234,11878675,454,234,289,402,317
"34664","chr12",12010359,12011503,98,144,132,341,117
"34665","chr12",12033116,12033447,71,81,64,133,80
"34666","chr12",12140832,12141707,122,98,129,184,74
"34667","chr12",12163581,12165811,252,286,446,702,237
"34668","chr12",12182536,12183376,32,45,87,182,46
"34669","chr12",12216141,12217150,30,64,93,159,59
"34670","chr12",12240631,12245966,672,1245,1763,3213,866
"34671","chr12",12246384,12248176,114,163,246,398,106
"34672","chr12",12265454,12267730,451,634,529,1100,459
"34673","chr12",12333121,12334486,329,197,287,303,168
"34674","chr12",12349134,12351667,607,562,774,1010,591
"34675","chr12",12353262,12354134,97,88,112,150,60
"34676","chr12",12355500,12373933,4976,4663,6376,8770,4209
"34677","chr12",12375239,12382802,981,1115,1580,2138,888
"34678","chr12",12383112,12386679,671,721,1178,1511,718
"34679","chr12",12386950,12388953,214,221,314,441,170
"34680","chr12",12392031,12401267,1317,1543,1998,2417,1266
"34681","chr12",12402525,12404703,225,213,316,401,257
"34682","chr12",12405094,12409078,827,1085,1202,1799,1022
"34683","chr12",12411809,12412796,128,88,163,149,106
"34684","chr12",12432258,12435757,882,702,962,1109,732
"34685","chr12",12440699,12443906,277,301,492,515,262
"34686","chr12",12447213,12447822,55,83,71,58,51
"34687","chr12",12452650,12452865,28,39,52,44,28
"34688","chr12",12453438,12455609,242,248,259,306,147
"34689","chr12",12456017,12462141,1546,1139,1567,1534,817
"34690","chr12",12466402,12468862,494,537,592,812,436
"34691","chr12",12470905,12480562,1891,2317,2742,3573,1728
"34692","chr12",12480799,12482844,188,281,282,341,168
"34693","chr12",12483564,12484205,69,88,100,147,62
"34694","chr12",12486219,12488542,280,358,389,471,206
"34695","chr12",12494623,12497512,360,413,530,522,242
"34696","chr12",12498597,12501728,349,714,489,628,248
"34697","chr12",12503752,12507524,645,969,1650,1982,927
"34698","chr12",12510264,12515439,457,672,825,1220,523
"34699","chr12",12515670,12525254,2718,2825,4454,6974,2848
"34700","chr12",12525741,12529040,463,343,434,696,322
"34701","chr12",12530312,12531282,128,108,119,200,78
"34702","chr12",12533230,12536518,523,437,640,868,409
"34703","chr12",12537660,12539652,268,199,269,442,264
"34704","chr12",12542794,12543957,117,78,149,167,104
"34705","chr12",12547723,12550739,322,286,369,444,278
"34706","chr12",12554961,12555897,120,38,91,129,82
"34707","chr12",12557803,12564738,3015,2684,3044,5389,2829
"34708","chr12",12591842,12592393,108,74,127,172,160
"34709","chr12",12611091,12613806,1117,1090,1236,2133,1195
"34710","chr12",12616322,12617331,94,112,124,210,83
"34711","chr12",12654827,12656384,172,186,266,435,183
"34712","chr12",12695886,12698355,793,1142,1016,1758,824
"34713","chr12",12704303,12705140,47,102,193,265,58
"34714","chr12",12713726,12720901,1155,2099,2605,3683,1542
"34715","chr12",12723402,12727138,1102,1348,1400,2277,1034
"34716","chr12",12734200,12735279,50,51,116,136,34
"34717","chr12",12736649,12737463,149,146,357,425,146
"34718","chr12",12749628,12749986,63,54,77,75,28
"34719","chr12",12755561,12756648,123,97,130,222,74
"34720","chr12",12758472,12759540,168,78,124,160,76
"34721","chr12",12786210,12789336,395,574,594,957,480
"34722","chr12",12813067,12813840,130,141,206,345,138
"34723","chr12",12916049,12917886,207,427,722,1038,398
"34724","chr12",12921299,12922503,87,69,194,300,95
"34725","chr12",12933748,12935953,250,193,344,443,222
"34726","chr12",12938548,12942353,785,388,959,1369,850
"34727","chr12",12943140,12950608,2565,3288,4316,6518,2934
"34728","chr12",12960746,12961335,147,75,128,158,102
"34729","chr12",12968025,12968721,92,66,138,127,70
"34730","chr12",12973550,12982018,1394,1592,2694,3355,1398
"34731","chr12",12982328,12984762,286,441,834,1058,368
"34732","chr12",12991166,12992133,92,84,150,198,93
"34733","chr12",12997140,13001725,312,486,651,1263,319
"34734","chr12",13044032,13045056,68,140,100,249,104
"34735","chr12",13100231,13104468,223,418,675,891,342
"34736","chr12",13173584,13174086,119,27,71,80,66
"34737","chr12",13195566,13196931,188,195,297,318,172
"34738","chr12",13253978,13256517,379,234,430,559,278
"34739","chr12",13452910,13454094,249,224,264,507,236
